id,title,subTitle,authorsid1,authorsid2,authorsid3,publisher,publishedDate,description,volumeInfo__pageCount,categories,averageRating,ratingsCount,smallThumbnail,bigThumbnail,language,volumeInfo__previewLink,volumeInfo__infoLink,volumeInfo__canonicalVolumeLink,saleInfo__isEbook,accessInfo__webReaderLink,price
92,Mystery in Philosophy,An Invocation of Pseudo-Dionysius,91,,,Rowman & Littlefield,2012,"The book's subject matter is philosophical mystery. More particularly, it proffers a theistic hermeneutic--from patristic philosophy--for claims and indications of mystery.",136,Philosophy,0,0,http://books.google.com/books/content?id=cI6VxSVCPpIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=cI6VxSVCPpIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=cI6VxSVCPpIC&printsec=frontcover&dq=subject:Mystery&hl=&cd=8&source=gbs_api,http://books.google.com.lb/books?id=cI6VxSVCPpIC&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Mystery_in_Philosophy.html?hl=&id=cI6VxSVCPpIC,FALSE,http://play.google.com/books/reader?id=cI6VxSVCPpIC&hl=&source=gbs_api,29
93,Fear Itself,,92,,,Simon and Schuster,2011,"As the new Keepers of the School, sixth-graders Ben and Jill must decipher a handful of clues written as maritime riddles to save their school from demolition by a greedy company.",240,Juvenile Fiction,0,0,http://books.google.com/books/content?id=3zCIsisTRb4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=3zCIsisTRb4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=3zCIsisTRb4C&printsec=frontcover&dq=subject:Mystery&hl=&cd=9&source=gbs_api,http://books.google.com.lb/books?id=3zCIsisTRb4C&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Fear_Itself.html?hl=&id=3zCIsisTRb4C,FALSE,http://play.google.com/books/reader?id=3zCIsisTRb4C&hl=&source=gbs_api,28
94,Created Equal,A Novel,93,,,Tate Publishing,2011,"Desperate to become a priest in the Catholic Church, Aleksandra Kowalski turns to Thomas Patrick O'Reilly, one of the wealthiest and most successful trial lawyers in Houston, Texas. Tommy believes the Catholic Church has no basis under United States law to exclude women from the seminary and files suit against the Archdiocese of Galveston-Houston and Archbishop Jorge Sierra for sex discrimination without justifiable cause. The Catholic Church hires Monsignor Enrico Renzulli, the General Counsel of the United States Catholic Conference of Bishops. Renzulli, a priest and Harvard-educated attorney, has substantial trial experience and has taken on and beaten lawyers considerably smarter than O'Reilly. He believes the lawsuit should be summarily dismissed because the First Amendment of the United States Constitution grants all citizens the freedom of religion, and it prevents a federal court from interfering with the ecclesiastical rules of any church, including the Catholic Church. But watching and waiting in the wings is an extreme and tyrannical sect unaffiliated with the Catholic Church. As the trial unfolds and the legal proceedings begin to undermine the sacred Catholic Church teaching, a right-wing extremist and a member of the Holy Mother Church concocts a plot to stop the heresy against God that includes kidnapping and murder. Will the First Amendment protect the Catholic Church and supersede all? Will Tommy O'Reilly come through? Will Aleksandra Kowalski survive this ordeal? Find out in R.A. Brown's gripping legal thriller,Created Equal.",240,Fiction,0,0,http://books.google.com/books/content?id=_emGQR8rUokC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=_emGQR8rUokC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=_emGQR8rUokC&printsec=frontcover&dq=subject:Mystery&hl=&cd=10&source=gbs_api,http://books.google.com.lb/books?id=_emGQR8rUokC&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Created_Equal.html?hl=&id=_emGQR8rUokC,FALSE,http://play.google.com/books/reader?id=_emGQR8rUokC&hl=&source=gbs_api,30
95,Skandar and the Chaos Trials,,94,,,Simon and Schuster,2024,"Skandar faces his greatest challenge yet in the thrilling third installment of the Skandar series from New York Times bestselling author A.F. Steadman! To survive their third year of training, Skandar and his friends must complete a series of terrifying trials across the Island’s elemental zones. Friendships, allegiances, and rider-unicorn bonds will be pushed to the limit—only the strongest will make it. Meanwhile, Skandar’s sister, Kenna, has finally reached the Eyrie. But with a forged bond to a wild unicorn, she is alienated and alone. And when a terrible discovery puts the future of the Island in peril, all fingers point in one direction… As suspicions grow and dark forces assemble, Skandar must decide where his loyalties lie. How far is he willing to go—for Kenna, and for the Eyrie?",528,Juvenile Fiction,0,0,http://books.google.com/books/content?id=N3G7EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=N3G7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=N3G7EAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=1&source=gbs_api,http://books.google.com.lb/books?id=N3G7EAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Skandar_and_the_Chaos_Trials.html?hl=&id=N3G7EAAAQBAJ,FALSE,http://play.google.com/books/reader?id=N3G7EAAAQBAJ&hl=&source=gbs_api,29
96,The Fire Oath,,95,,,Simon and Schuster,2024,"The Guardians seek a hidden relic inside the Fire Realm and soon learn of the Fire Oath, a promise Gamma Ray made as prince of the Solar Herd to protect his realm at all costs.",144,Juvenile Fiction,0,0,http://books.google.com/books/content?id=u8jnEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=u8jnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=u8jnEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=2&source=gbs_api,http://books.google.com.lb/books?id=u8jnEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/The_Fire_Oath.html?hl=&id=u8jnEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=u8jnEAAAQBAJ&hl=&source=gbs_api,21
97,Powerless,,96,,,Simon and Schuster,2023,"In a kingdom divided by extraordinary powers and a strict caste system, Paedyn Gray, a young girl with no abilities, must hide her ordinary nature as she navigates a forbidden romance with a powerful prince and must participate in the perilous Purging Trials that could reveal her true identity.",528,Young Adult Fiction,0,0,http://books.google.com/books/content?id=QkTAEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=QkTAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=QkTAEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=3&source=gbs_api,http://books.google.com.lb/books?id=QkTAEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Powerless.html?hl=&id=QkTAEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=QkTAEAAAQBAJ&hl=&source=gbs_api,28
98,Out of Darkness,,97,,,Simon and Schuster,2023,"The Legion of Lava has stirred worry and fear among the regions of Wrenly, and now Ruskin and his dragon friends must wage a war on two fronts: one on the battlefield and one for the very soul of the kingdom.",144,Juvenile Fiction,0,0,http://books.google.com/books/content?id=TGPZEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=TGPZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=TGPZEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=4&source=gbs_api,http://books.google.com.lb/books?id=TGPZEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Out_of_Darkness.html?hl=&id=TGPZEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=TGPZEAAAQBAJ&hl=&source=gbs_api,28
99,Eden's Everdark,,98,,,Simon and Schuster,2023,"Twelve-year-old Eden, on a visit to her late mother's birthplace of Safina Island, Georgia, discovers a creepy sketchbook that leads her to Everdark--a spirit world ruled by an evil witch who Eden must defeat in order to make it back home.",288,Juvenile Fiction,0,0,http://books.google.com/books/content?id=bHnOEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=bHnOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=bHnOEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=5&source=gbs_api,http://books.google.com.lb/books?id=bHnOEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Eden_s_Everdark.html?hl=&id=bHnOEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=bHnOEAAAQBAJ&hl=&source=gbs_api,23
100,Barb and the Battle for Bailiwick,,99,122,130,Simon and Schuster,2023,"A ragtag crew of Berzerkers and five Wise Wizards with rusty powers come together to stop an evil witch from taking over their land, as Barb attempts to harness the mystical power of the Ghost Blade and lead the charge.",272,Juvenile Fiction,0,0,http://books.google.com/books/content?id=qyXNEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=qyXNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=qyXNEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=6&source=gbs_api,http://books.google.com.lb/books?id=qyXNEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Barb_and_the_Battle_for_Bailiwick.html?hl=&id=qyXNEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=qyXNEAAAQBAJ&hl=&source=gbs_api,42
101,Dungeoneer Adventures 2,Wrath of the Exiles,100,123,,Simon and Schuster,2023,Coop Cooperson continues his adventures at the Dungeoneer Academy where he is the only human student at a school for future explorers.,336,Juvenile Fiction,0,0,http://books.google.com/books/content?id=oIK3EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=oIK3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=oIK3EAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=7&source=gbs_api,http://books.google.com.lb/books?id=oIK3EAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Dungeoneer_Adventures_2.html?hl=&id=oIK3EAAAQBAJ,FALSE,http://play.google.com/books/reader?id=oIK3EAAAQBAJ&hl=&source=gbs_api,22
102,Ashes of Gold,,101,,,Simon and Schuster,2023,"Half god and half human, Rue has made a vow to restore the magic that the Chancellor and the Grays have stolen from the Ghizoni and take back their land; she has more fully embraced her identity among the people of Yiyo Peak, but she is also from East Row in Houston, and girls from East Row do not give in to oppressors.",432,Juvenile Fiction,0,0,http://books.google.com/books/content?id=T6ymEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=T6ymEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=T6ymEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=8&source=gbs_api,http://books.google.com.lb/books?id=T6ymEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Ashes_of_Gold.html?hl=&id=T6ymEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=T6ymEAAAQBAJ&hl=&source=gbs_api,44
103,Daughters of Oduma,,102,,,Simon and Schuster,2023,"Sixteen-year-old Dirt, a retired elite female fighter, must enter the South God Bow tournament to protect her found family of younger sisters and their beloved Mud Fam.",368,Young Adult Fiction,0,0,http://books.google.com/books/content?id=daymEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=daymEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=daymEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=9&source=gbs_api,http://books.google.com.lb/books?id=daymEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/Daughters_of_Oduma.html?hl=&id=daymEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=daymEAAAQBAJ&hl=&source=gbs_api,23
104,The Ever Storms,,103,,,Simon and Schuster,2023,"Thirteen-year old Barclay and his fellow Lore Keeper apprentices are excited to travel to the Desert to study at the respected University of Al Faradh, but when dangerous, unnatural sandstorms and a magical library appear, more than their exams are at stake.",368,Juvenile Fiction,0,0,http://books.google.com/books/content?id=FiGlEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=FiGlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=FiGlEAAAQBAJ&printsec=frontcover&dq=subject:Fantasy&hl=&cd=10&source=gbs_api,http://books.google.com.lb/books?id=FiGlEAAAQBAJ&dq=subject:Fantasy&hl=&source=gbs_api,https://books.google.com/books/about/The_Ever_Storms.html?hl=&id=FiGlEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=FiGlEAAAQBAJ&hl=&source=gbs_api,26
